author,local_guide_info,rating,review,date,price,food,service,atmosphere,recommendations,text_backup
marisa parages,116 reseñas,4 estrellas,"El sitio está bien y las tapas son estupendas, pero hay que sentarse fuera en la terraza de la calle y ahora hace mucho frío",Hace 9 meses,,,,,Tapas Y Dobles de Cerveza y Patatas Bravas O Alioli,"marisa parages
116 reseñas






Hace 9 meses
El sitio está bien y las tapas son estupendas, pero hay que sentarse fuera en la terraza de la calle y ahora hace mucho frío
Platos recomendados
Tapas Y Dobles de Cerveza y Patatas Bravas O Alioli

Me gusta

Compartir"
Carlos Ballester,378 reseñas · 5 fotos,2 estrellas,"Cierra a media tarde, no según lo que pone en el horario",hace 5 días,1-10 €,5,2,3,,"Carlos Ballester
378 reseñas · 5 fotos






hace 5 días
NUEVA
Cierra a media tarde, no según lo que pone en el horario
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
1-10 €
Comida: 5
Servicio: 2
Ambiente: 3

Me gusta

Compartir"
Antonio Rg,Local Guide · 309 reseñas · 285 fotos,5 estrellas,"Nos gustó mucho la cervecería. Con las bebidas que te pides te ponen muy buenas tapas y bastante cantidad.

Volveré a ir seguro, recomendable 100%",Hace un año,20-30 €,5,5,5,,"Antonio Rg
Local Guide · 309 reseñas · 285 fotos






Hace un año
Nos gustó mucho la cervecería. Con las bebidas que te pides te ponen muy buenas tapas y bastante cantidad.

Volveré a ir seguro, recomendable 100%
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
20-30 €
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Javier Rodriguez Peñuelas,Local Guide · 193 reseñas · 445 fotos,4 estrellas,"Un bar muy peculiar donde según te dicen ""no dan raciones ni menús, solo aperitivos"", pero con dos cervezas has comido. Aperitivos caseros, simples, pero con mucha gracia y abundancia. Muy recomendable.",Hace 2 años,,,,,,"Javier Rodriguez Peñuelas
Local Guide · 193 reseñas · 445 fotos






Hace 2 años
Un bar muy peculiar donde según te dicen ""no dan raciones ni menús, solo aperitivos"", pero con dos cervezas has comido. Aperitivos caseros, simples, pero con mucha gracia y abundancia. Muy recomendable.

1

Compartir"
Miguel Ángel Rodríguez Díaz,11 reseñas,5 estrellas,"Gran experiencia, bar de referencia en el barrio. Tanto la relación calidad/precio, como cantidad/precio es imbatible. Las braviolis son un escándalo y, conforme pasan las rondas, de la cocina salen auténticas delicias.

Un seguro.",Hace un año,,,,,,"Miguel Ángel Rodríguez Díaz
11 reseñas






Hace un año
Gran experiencia, bar de referencia en el barrio. Tanto la relación calidad/precio, como cantidad/precio es imbatible. Las braviolis son un escándalo y, conforme pasan las rondas, de la cocina salen auténticas delicias.

Un seguro.

Me gusta

Compartir"
Herber Larios,4 reseñas,5 estrellas,Me encanto super amables y delicioso todo,Hace 5 meses,,5,5,5,,"Herber Larios
4 reseñas






Hace 5 meses
Me encanto super amables y delicioso todo
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Beatriz Nieto García,3 reseñas,1 estrella,"Trato nefasto por parte de uno de los trabajadores. Me habló fatal por estar 2 minutos en la terraza sin pedir. Estaba esperando a que llegara una amiga y me podían quitar el sitio si entraba a pedir, ya que era la última mesa libre en la terraza. No había cola ni nadie esperando. Me faltó el respeto delante de todo el mundo, fue un maleducado. Me levanté y me fui. Desde luego no volveré y con personal así, nadie debería hacerlo.",Hace 2 años,,,,,,"Beatriz Nieto García
3 reseñas






Hace 2 años
Trato nefasto por parte de uno de los trabajadores. Me habló fatal por estar 2 minutos en la terraza sin pedir. Estaba esperando a que llegara una amiga y me podían quitar el sitio si entraba a pedir, ya que era la última mesa libre en la terraza. No había cola ni nadie esperando. Me faltó el respeto delante de todo el mundo, fue un maleducado. Me levanté y me fui. Desde luego no volveré y con personal así, nadie debería hacerlo.

4

Compartir"
Angelica Ardelean,Local Guide · 74 reseñas · 1 foto,5 estrellas,Todo súper bien y agradable!!!  Recomendable !!!,hace 5 días,,5,5,5,,"Angelica Ardelean
Local Guide · 74 reseñas · 1 foto






hace 5 días
NUEVA
Todo súper bien y agradable!!!  Recomendable !!!
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Riccardo Dg,Local Guide · 400 reseñas · 1.885 fotos,5 estrellas,"Enormes tapas servidas con cada bebida. Nos sirvieron tostadas, patatas bravas, paella, tortilla, pan, chorizo, croquetas 😋
3-4 € por bebida pero la comida está incluida. ¡Muy recomendable!",Hace 4 meses,1-10 €,5,5,4,,"Riccardo Dg
Local Guide · 400 reseñas · 1.885 fotos






Hace 4 meses
Enormes tapas servidas con cada bebida. Nos sirvieron tostadas, patatas bravas, paella, tortilla, pan, chorizo, croquetas 😋
3-4 € por bebida pero la comida está incluida. ¡Muy recomendable!
Precio por persona
1-10 €
Comida: 5
Servicio: 5
Ambiente: 4
Traducido por Google ・ Ver original (italiano)

Me gusta

Compartir"
carles sánchez,Local Guide · 7 reseñas,5 estrellas,"¿Por qué sigo yendo? ¿Por qué cuando estoy en Madrid tengo que hacer obligatoriamente una parada en Sierra? ¿Por qué es algo más que una tradición personal? Hay momentos para todo y hay un momento para Sierra, para un tinto de verano, para hacer un rato de cola, para intentar encontrar una mesa libre en la terraza y para tragar un arroz o unas bravas o un mini-mixto como si fuera el 1er día.",Hace un mes,1-10 €,4,4,4,,"carles sánchez
Local Guide · 7 reseñas






Hace un mes
¿Por qué sigo yendo? ¿Por qué cuando estoy en Madrid tengo que hacer obligatoriamente una parada en Sierra? ¿Por qué es algo más que una tradición personal? Hay momentos para todo y hay un momento para Sierra, para un tinto de verano, para hacer un rato de cola, para intentar encontrar una mesa libre en la terraza y para tragar un arroz o unas bravas o un mini-mixto como si fuera el 1er día.
Precio por persona
1-10 €
Comida: 4
Servicio: 4
Ambiente: 4
Traducido por Google ・ Ver original (catalán)

Me gusta

Compartir"
Яна Маковей,Local Guide · 94 reseñas · 323 fotos,5 estrellas,"Un bar con ambiente y auténtica cocina española. Y la principal sorpresa es que todos los snacks son gratis, sólo necesitas pedir una bebida. Hay una cola muy larga y todo el mundo come incluso en los alféizares de las ventanas.",Hace un año,1-10 €,5,5,5,,"Яна Маковей
Local Guide · 94 reseñas · 323 fotos






Hace un año
Un bar con ambiente y auténtica cocina española. Y la principal sorpresa es que todos los snacks son gratis, sólo necesitas pedir una bebida. Hay una cola muy larga y todo el mundo come incluso en los alféizares de las ventanas.
Precio por persona
1-10 €
Comida: 5
Servicio: 5
Ambiente: 5
Traducido por Google ・ Ver original (ruso)

Me gusta

Compartir"
Silvia Sarmiento,Local Guide · 193 reseñas · 1.498 fotos,2 estrellas,"Estuve de un lado a otro sobre darle 3 o 2 estrellas. Pagamos 6,40 por 2 bebidas y 2 tapas, lo cual es bastante barato para las raciones, sin embargo el servicio no fue el mejor. Los empleados no sólo están sobrecargados de trabajo y no son amigables, sino que tampoco escuchan las restricciones dietéticas. Las tapas que obtienes son aleatorias y hacen poco para satisfacer tus necesidades. Tampoco había dónde sentarse, había suficientes mesas pero sin sillas, por lo que después de un día caminando por Madrid era difícil quedarse allí de pie con el calor que hacía. Creo que si estás con más de 2 personas, puede ser una mejor experiencia porque puedes conseguir una mesa y sillas mientras el otro ordena, pero con solo 2 fue difícil. No volvería ni lo recomendaría.",Hace un año,1-10 €,3,1,2,,"Silvia Sarmiento
Local Guide · 193 reseñas · 1.498 fotos






Hace un año
Estuve de un lado a otro sobre darle 3 o 2 estrellas. Pagamos 6,40 por 2 bebidas y 2 tapas, lo cual es bastante barato para las raciones, sin embargo el servicio no fue el mejor. Los empleados no sólo están sobrecargados de trabajo y no son amigables, sino que tampoco escuchan las restricciones dietéticas. Las tapas que obtienes son aleatorias y hacen poco para satisfacer tus necesidades. Tampoco había dónde sentarse, había suficientes mesas pero sin sillas, por lo que después de un día caminando por Madrid era difícil quedarse allí de pie con el calor que hacía. Creo que si estás con más de 2 personas, puede ser una mejor experiencia porque puedes conseguir una mesa y sillas mientras el otro ordena, pero con solo 2 fue difícil. No volvería ni lo recomendaría.
Precio por persona
1-10 €
Comida: 3
Servicio: 1
Ambiente: 2
Traducido por Google ・ Ver original (inglés)

2

Compartir"
Maria Stefanaki,9 reseñas · 9 fotos,5 estrellas,"Gran lugar, tapas gratis con cualquier bebida que pidas! Buen ambiente, muchos estudiantes.",Hace 10 meses,1-10 €,5,5,5,,"Maria Stefanaki
9 reseñas · 9 fotos






Hace 10 meses
Gran lugar, tapas gratis con cualquier bebida que pidas! Buen ambiente, muchos estudiantes.
Precio por persona
1-10 €
Comida: 5
Servicio: 5
Ambiente: 5
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Alanah Gargan,Local Guide · 73 reseñas · 177 fotos,5 estrellas,"Gran bar si buscas bebidas baratas y comida gratis. Leímos las críticas de antemano y solo teníamos que probar este lugar. Nos dieron 2 platos grandes de comida cuando pedimos dos tinto de veranos. El total ascendió a 5,60 €. El lugar se llena muy rápidamente así que ven temprano si quieres una mesa.",Hace 3 años,,,,,,"Alanah Gargan
Local Guide · 73 reseñas · 177 fotos






Hace 3 años
Gran bar si buscas bebidas baratas y comida gratis. Leímos las críticas de antemano y solo teníamos que probar este lugar. Nos dieron 2 platos grandes de comida cuando pedimos dos tinto de veranos. El total ascendió a 5,60 €. El lugar se llena muy rápidamente así que ven temprano si quieres una mesa.
Traducido por Google ・ Ver original (inglés)

1

Compartir"
Enrico Bozzo,Local Guide · 152 reseñas · 4 fotos,3 estrellas,"Precios asequibles y un propietario muy acogedor. Divertido y amable. No puedes elegir lo que comes como acompañamiento de la bebida, pero se ofrece comida con la bebida. Entonces, ¿de qué hay que quejarse?",Hace 2 meses,1-10 €,3,5,3,,"Enrico Bozzo
Local Guide · 152 reseñas · 4 fotos






Hace 2 meses
Precios asequibles y un propietario muy acogedor. Divertido y amable. No puedes elegir lo que comes como acompañamiento de la bebida, pero se ofrece comida con la bebida. Entonces, ¿de qué hay que quejarse?
Precio por persona
1-10 €
Comida: 3
Servicio: 5
Ambiente: 3
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Alfredo Murillo,Local Guide · 46 reseñas · 5 fotos,5 estrellas,"10/10, cada vez que pides una bebida te dan una tapa (que si vuelves a pedir te preguntan qué comiste, entonces te dan una tapa diferente), importante remarcar que las tapas son de cortesía, no obligatorias, las personas que atienden el lugar son muy amables",Hace 4 meses,1-10 €,5,5,5,,"Alfredo Murillo
Local Guide · 46 reseñas · 5 fotos






Hace 4 meses
10/10, cada vez que pides una bebida te dan una tapa (que si vuelves a pedir te preguntan qué comiste, entonces te dan una tapa diferente), importante remarcar que las tapas son de cortesía, no obligatorias, las personas que atienden el lugar son muy amables
Precio por persona
1-10 €
Comida: 5
Servicio: 5
Ambiente: 5
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
David V.,Local Guide · 494 reseñas · 1.644 fotos,5 estrellas,"¡¡¡¡Asombroso!!!!
Pagas por una bebida y te regalan una tapa.
¡Sus patatas bravas son increíbles!
¡¡¡¡¡SOLAMENTE EFECTIVO!!!!! Mantenlo en mente",Hace 5 años,,,,,,"David V.
Local Guide · 494 reseñas · 1.644 fotos






Hace 5 años
¡¡¡¡Asombroso!!!!
Pagas por una bebida y te regalan una tapa.
¡Sus patatas bravas son increíbles!
¡¡¡¡¡SOLAMENTE EFECTIVO!!!!! Mantenlo en mente
Traducido por Google ・ Ver original (inglés)

1

Compartir"
Daniela Vignau,Local Guide · 159 reseñas · 137 fotos,5 estrellas,"Las cervezas cuestan 2,95€ y son un poco más grandes que una caña normal.

¡Las tapas son enormes! Primero pedimos un par de bocadillos, croquetas y patatas. Y, para la segunda ronda, nos dieron unas hamburguesas, empanadas, jamón serrano y chorizo.

¡No nos atrevimos a comprar otra cerveza porque ya nos sentíamos llenos!

El lugar estaba un poco lleno cuando llegamos, pero nos dieron nuestras bebidas y tapas muy rápido.",Hace 2 años,,,,,,"Daniela Vignau
Local Guide · 159 reseñas · 137 fotos






Hace 2 años
Las cervezas cuestan 2,95€ y son un poco más grandes que una caña normal.

¡Las tapas son enormes! Primero pedimos un par de bocadillos, croquetas y patatas. Y, para la segunda ronda, nos dieron unas hamburguesas, empanadas, jamón serrano y chorizo.

¡No nos atrevimos a comprar otra cerveza porque ya nos sentíamos llenos!

El lugar estaba un poco lleno cuando llegamos, pero nos dieron nuestras bebidas y tapas muy rápido.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
